Volcano_Filter,Volcano_Code_Filter,Timestamp,Alert_Level,Volcano_Report,Author_Observatory,Description,Detail_Link,Page,Volcano_Name,Volcano_Code,Issued_Time,Current_Color_Code,Previous_Color_Code,Notice_Number,Volcano_Location,Latitude,Longitude,Area,Summit_Elevation_FT,Summit_Elevation_M,Volcanic_Activity_Summary,Volcanic_Cloud_Height,Other_Volcanic_Cloud_Info,Remarks
Merapi,MER,2019-11-17 03:54:00 UTC,Orange,Merapi - 20191117/0354Z,"Yulianto, Merapi Volcano Observatory - 6 years ago","Eruption with ash cloud at 0346 UTC (1046 local), lasted for 155 seconds. Eruption has stopped. Best estimate of ash-cloud top is around 41903 FT (12698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to west..",https://magma.esdm.go.id/v1/vona/5525?signature=de43d95062c3c2ed2f40cb813b242cfe27f7e185358aefa9fe9c2b38816c7378,3,Merapi,263250,20191117/0354Z,ORANGE,orange,2019MER04,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,"Eruption with ash cloud at 0346 UTC (1046 local), lasted for 155 seconds. Eruption has stopped.","Best estimate of ash-cloud top is around 41903 FT (12698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to west.,Eruption was recorded in seismograph for 155 s and amplitude 70 mm.
Merapi,MER,2019-11-08 23:43:00 UTC,Orange,Merapi - 20191108/2343Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 6 years ago","Eruption with ash cloud at 2321 UTC (0621 local), lasted for 3 minutes. Eruption has stopped. Best estimate of ash-cloud top is around 47183 FT (14298 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to west..",https://magma.esdm.go.id/v1/vona/5519?signature=cf7ab12b9e684f744042d713aa9b9159b34dbcaffec85d02f782e7e599014984,3,Merapi,263250,20191108/2343Z,ORANGE,orange,2019MER03,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,"Eruption with ash cloud at 2321 UTC (0621 local), lasted for 3 minutes. Eruption has stopped.","Best estimate of ash-cloud top is around 47183 FT (14298 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to west.,Eruption was recorded in seismograph for 160 s and amplitude 65 mm.
Merapi,MER,2018-05-23 20:16:00 UTC,Red,Merapi - 20180523/2016Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at 19:56 UTC (02.56 local). Eruption has deceased Best estimate of ash-cloud top is around 94703 FT (28698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to west. .",https://magma.esdm.go.id/v1/vona/5491?signature=01ba49c62c52c3a6b7b820ad36e7a453ad3572f0a531a1b27207350d0362af08,3,Merapi,263250,20180523/2016Z,RED,orange,2018MER07,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 19:56 UTC (02.56 local). Eruption has deceased,"Best estimate of ash-cloud top is around 94703 FT (28698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to west.,-
Merapi,MER,2018-05-23 08:32:00 UTC,Orange,Merapi - 20180523/0832Z,"Niken Angga Rukmini, S.T., Merapi Volcano Observatory - 7 years ago","Eruption at 0649 UTC (1349 local). Eruption has deceased. Best estimate of ash-cloud top is around 0 FT (0 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to south-west..",https://magma.esdm.go.id/v1/vona/5490?signature=ec2689956351a763ea29c1723370e1637983b3ed5b2d31716c28b0a0b8d225dd,3,Merapi,263250,20180523/0832Z,ORANGE,orange,2018MER06,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption at 0649 UTC (1349 local). Eruption has deceased.,Volcanic ash is not visible/observed.,Ash-cloud moving to south-west.,-
Merapi,MER,2018-05-22 21:28:00 UTC,Orange,Merapi - 20180522/2128Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at  2031 UTC (0331 local). Not continuing. Best estimate of ash-cloud top is around 52463 FT (15898 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to south-west.",https://magma.esdm.go.id/v1/vona/5488?signature=75ef2c389e8bcc9cfd77e343a57adac2515d271aee0763e79bea3282977c84b8,3,Merapi,263250,20180522/2128Z,ORANGE,green,2018MER05,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at  2031 UTC (0331 local). Not continuing.,"Best estimate of ash-cloud top is around 52463 FT (15898 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to south-west,-
Merapi,MER,2018-05-22 10:22:00 UTC,Green,Merapi - 20180522/1022Z,"Agus Budi Santoso, Dr., S.Si., M.Sc., Merapi Volcano Observatory - 7 years ago","No eruption occurred after the last eruption on 21 May 2018 at 1847 UTC Best estimate of ash-cloud top is around 31607 FT (9578 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. White volcanic plume with low pressure and intensity.",https://magma.esdm.go.id/v1/vona/5487?signature=3178906d21f4de56f9f5a2adcda544f083782578cc9ecede32f5e657b67c9a84,3,Merapi,263250,20180522/1022Z,GREEN,yellow,2018MER04,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,No eruption occurred after the last eruption on 21 May 2018 at 1847 UTC,"Best estimate of ash-cloud top is around 31607 FT (9578 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",White volcanic plume with low pressure and intensity,Low seismicity
Merapi,MER,2018-05-21 03:17:00 UTC,Yellow,Merapi - 20180521/0317Z,"Agus Budi Santoso, Dr., S.Si., M.Sc., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at 0238 UTC (0938 local). Not continuing. Best estimate of ash-cloud top is around 44015 FT (13338 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to west..",https://magma.esdm.go.id/v1/vona/5485?signature=04ca4cc9abfc1b299483508d76e8065daa7ea03ba70320f1fdfe68e468fd89ac,3,Merapi,263250,20180521/0317Z,YELLOW,yellow,2018MER03,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 0238 UTC (0938 local). Not continuing.,"Best estimate of ash-cloud top is around 44015 FT (13338 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to west.,-
Merapi,MER,2018-05-11 08:01:00 UTC,Yellow,Merapi - 20180511/0801Z,"Niken Angga Rukmini, S.T., Merapi Volcano Observatory - 7 years ago","Eruption and ash emission is not continuing. Best estimate of ash-cloud top is around 0 FT (0 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.  Ash-cloud has dissipated. .",https://magma.esdm.go.id/v1/vona/5469?signature=6aff73498c6efd76e9a7b868b9934e8b5fbb5c3213e271adfc95e14e883017d7,3,Merapi,263250,20180511/0801Z,YELLOW,red,2018MER02,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption and ash emission is not continuing.,Volcanic ash is not visible/observed.,Ash-cloud has dissipated.,-
Merapi,MER,2018-05-11 01:40:00 UTC,Red,Merapi - 20180511/0140Z,"Niken Angga Rukmini, S.T., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at 0040 UTC (0740 local). Best estimate of ash-cloud top is around 58080 FT (17600 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving from south to east. Grey color..",https://magma.esdm.go.id/v1/vona/5468?signature=fa0b3f98b1f0d2a8e57f785f73f25cc3b4ef48658aee0039c0bf44641ec937f9,3,Merapi,263250,20180511/0140Z,RED,unassigned,2018MER01,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 0040 UTC (0740 local).,"Best estimate of ash-cloud top is around 58080 FT (17600 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving from south to east. Grey color.,-
Merapi,MER,2016-02-17 03:00:00 UTC,Yellow,Merapi - 20160217/0300Z,"Martanto, S.T., Merapi Volcano Observatory - 10 years ago","Eruption has ceased. Volcanic activity has decreased significantly. Best estimate of ash-cloud top is around 0 FT (0 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud has dissipated..",https://magma.esdm.go.id/v1/vona/3974?signature=aaf4065999f396b1fc6e1c1daeaabbf8759c827266a753219058f22d9baf6473,3,Merapi,263250,20160217/0300Z,YELLOW,red,2016MER02,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption has ceased. Volcanic activity has decreased significantly.,Volcanic ash is not visible/observed.,Ash-cloud has dissipated.,Eruption has ceased. Volcanic activity has decreased significantly.
Merapi,MER,2016-02-16 23:45:00 UTC,Red,Merapi - 20160216/2345Z,"Martanto, S.T., Merapi Volcano Observatory - 10 years ago","Eruption with volcanic ash-cloud at 2335 UTC (0835 local). Eruption and ash emission is continuing. Best estimate of ash-cloud top is around 81312 FT (24640 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Large ash-cloud moving to northeast..",https://magma.esdm.go.id/v1/vona/3973?signature=f04900975768cb8703beaa78b8efca1df8258ab58dfb0891b1acaf1737422e9e,4,Merapi,263250,20160216/2345Z,RED,unassigned,2016MER01,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash-cloud at 2335 UTC (0835 local). Eruption and ash emission is continuing.,"Best estimate of ash-cloud top is around 81312 FT (24640 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Large ash-cloud moving to northeast.,Seismic activity is characterized by continuous volcanic tremor
Merapi,MER,2019-10-14 09:44:00 UTC,Orange,Merapi - 20191014/0944Z,"Niken Angga Rukmini, S.T., Merapi Volcano Observatory - 6 years ago","Eruption with ash cloud at 0931 UTC (1631 local), lasted for 4 minutes. Eruption has stopped. Best estimate of ash-cloud top is around 63023 FT (19098 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Pyroclastic flow moving to southwest..",https://magma.esdm.go.id/v1/vona/3944?signature=11353e136731b4f8e145ccc0dde3a251a51182541f71e85d52e632af4ea33ea1,4,Merapi,263250,20191014/0944Z,ORANGE,orange,2019MER02,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,"Eruption with ash cloud at 0931 UTC (1631 local), lasted for 4 minutes. Eruption has stopped.","Best estimate of ash-cloud top is around 63023 FT (19098 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Pyroclastic flow moving to southwest.,Eruption was recorded in seismograph for 270 s and amplitude 75 mm.
Merapi,MER,2019-09-22 05:08:00 UTC,Orange,Merapi - 20190922/0508Z,"Niken Angga Rukmini, S.T., Merapi Volcano Observatory - 6 years ago","Small eruption with volcanic ash cloud at 0436 UTC (1136 local). Eruption has stopped. Best estimate of ash-cloud top is around 39791 FT (12058 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud movement is not observed..",https://magma.esdm.go.id/v1/vona/3919?signature=2110a751794f06686cb6f98338ca808dd039edf1e4ceda831c9e94066d82c8ac,4,Merapi,263250,20190922/0508Z,ORANGE,unassigned,2019MER01,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Small eruption with volcanic ash cloud at 0436 UTC (1136 local). Eruption has stopped.,"Best estimate of ash-cloud top is around 39791 FT (12058 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud movement is not observed.,Merapi activity still continue with small rockfalls and potential ash produced by PDC.
Merapi,MER,2018-06-03 13:39:00 UTC,Green,Merapi - 20180603/1339Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 7 years ago","No eruption occurred after the last eruption on 01 June 2018 at 14:00 UTC Best estimate of ash-cloud top is around 39791 FT (12058 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. White volcanic plume with low pressure and intensity.",https://magma.esdm.go.id/v1/vona/3286?signature=8b250d540e0d3536ac7bb1880a1aea9a4bb44b3800b91c46bcab6f8f6951e347,4,Merapi,263250,20180603/1339Z,GREEN,orange,2018MER13,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,No eruption occurred after the last eruption on 01 June 2018 at 14:00 UTC,"Best estimate of ash-cloud top is around 39791 FT (12058 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",White volcanic plume with low pressure and intensity,-
Merapi,MER,2018-06-01 14:07:00 UTC,Orange,Merapi - 20180601/1407Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at 14:00 UTC (21.00 local). Eruption has deceased Best estimate of ash-cloud top is around 41903 FT (12698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to north west.",https://magma.esdm.go.id/v1/vona/3283?signature=b2e70ccd380d13d83e1ed0bd7553293904ee63483f24a4f7bfcb4056a708543a,4,Merapi,263250,20180601/1407Z,ORANGE,orange,2018MER12,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 14:00 UTC (21.00 local). Eruption has deceased,"Best estimate of ash-cloud top is around 41903 FT (12698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to north west,-
Merapi,MER,2018-06-01 13:32:00 UTC,Orange,Merapi - 20180601/1332Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at 13:24 UTC (20.24 local). Eruption has deceased Best estimate of ash-cloud top is around 57743 FT (17498 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to west.",https://magma.esdm.go.id/v1/vona/3282?signature=f621010d17a6a37dbcc88e38f92c6d34eb30d2c006cd7d300a03d9540508b84f,4,Merapi,263250,20180601/1332Z,ORANGE,red,2018MER11,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 13:24 UTC (20.24 local). Eruption has deceased,"Best estimate of ash-cloud top is around 57743 FT (17498 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to west,-
Merapi,MER,2018-06-01 01:31:00 UTC,Red,Merapi - 20180601/0131Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at 01:20 UTC (08.20 local). Eruption has deceased Best estimate of ash-cloud top is around 94703 FT (28698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Ash-cloud moving to north west..",https://magma.esdm.go.id/v1/vona/3281?signature=1965f6582fb78c6065320818f34378d27d6013db844f6020a19180da8aaaa32f,4,Merapi,263250,20180601/0131Z,RED,green,2018MER10,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 01:20 UTC (08.20 local). Eruption has deceased,"Best estimate of ash-cloud top is around 94703 FT (28698 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Ash-cloud moving to north west.,-
Merapi,MER,2018-05-25 21:34:00 UTC,Green,Merapi - 20180525/2134Z,"Sulistiyani, S.Si., Merapi Volcano Observatory - 7 years ago","No eruption occurred after the last eruption on 24 May 2018 at 0348 UTC Best estimate of ash-cloud top is around 31607 FT (9578 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. White volcanic plume with low pressure and intensity.",https://magma.esdm.go.id/v1/vona/3272?signature=81433410891151923b66f7392c561621b09007bb97425a040398f970bddd8b32,4,Merapi,263250,20180525/2134Z,GREEN,orange,2018MER09,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,No eruption occurred after the last eruption on 24 May 2018 at 0348 UTC,"Best estimate of ash-cloud top is around 31607 FT (9578 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",White volcanic plume with low pressure and intensity,Low seismicity
Merapi,MER,2018-05-24 03:57:00 UTC,Orange,Merapi - 20180524/0357Z,"Niken Angga Rukmini, S.T., Merapi Volcano Observatory - 7 years ago","Eruption with volcanic ash cloud at 0348 UTC (1048 local). Eruption has deceased. Best estimate of ash-cloud top is around 47183 FT (14298 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. -.",https://magma.esdm.go.id/v1/vona/3270?signature=d0e6f443a6f0e8a3ff353ed18e7d72f3aeea856d77b8d4976c1f7ea90c5f338c,4,Merapi,263250,20180524/0357Z,ORANGE,red,2018MER08,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with volcanic ash cloud at 0348 UTC (1048 local). Eruption has deceased.,"Best estimate of ash-cloud top is around 47183 FT (14298 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",-,-
Merapi,MER,2021-01-07 02:57:00 UTC,Orange,Merapi - 20210107/0257Z,"Alzwar Nurmanaji, A.Md, Merapi Volcano Observatory - 5 years ago","Eruption with pyroclastic density current at 0102 UTC (0802 local). Eruption has stopped. Best estimate of ash-cloud top is around 33455 FT (10138 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer. Pyroclastic density current heading southwest..",https://magma.esdm.go.id/v1/vona/3231?signature=72ea9fbfabee648d6e091a1c5fd2572b6f29d2b247ff27ecc31dedcef20d5147,4,Merapi,263250,20210107/0257Z,ORANGE,unassigned,2021MER01,S 07 deg 32 min 31 sec E 110 deg 26 min 31 sec,-7.541944444,110.4419444,Daerah Istimewa Yogyakarta dan Jawa Tengah,2968,928,Eruption with pyroclastic density current at 0102 UTC (0802 local). Eruption has stopped.,"Best estimate of ash-cloud top is around 33455 FT (10138 M) above sea level, may be higher than what can be observed clearly. Source of height data: ground observer.",Pyroclastic density current heading southwest.,Pyroclastic density current was recorded in seismogram with max amplitude 28 mm and duration 154 s.
